Datetime,Name,Value,Units
2014-05-01T14:35:03.136053Z,Calculated Load Value,59.2156862745,%
2014-05-01T14:35:03.146967Z,Coolant Temperature,86,C
2014-05-01T14:35:03.185227Z,Short Term Fuel Trim,3.125,%
2014-05-01T14:35:03.222090Z,Long Term Fuel Trim,-0.78125,%
2014-05-01T14:35:03.258968Z,Intake Manifold Pressure,67,kPa
2014-05-01T14:35:03.295806Z,Engine RPM,2831,rpm
2014-05-01T14:35:03.306359Z,Vehicle Speed,106,km/h
2014-05-01T14:35:03.316701Z,Timing Advance,41.0,degrees
2014-05-01T14:35:03.353149Z,Intake Air Temp,18,C
2014-05-01T14:35:03.389990Z,Air Flow Rate (MAF),18.77,grams/sec
2014-05-01T14:35:03.426901Z,Throttle Position,24.3137254902,%
2014-05-01T14:35:03.436400Z,Location of O2 sensors,03,
2014-05-01T14:35:03.471939Z,O2 Sensor: 1 - 2,12403.125,%
2014-05-01T14:35:03.508819Z,OBD Designation,01,
2014-05-01T14:35:03.545666Z,Time Since Engine Start,1554,secs
2014-05-01T14:35:03.582547Z,Distance travelled with MIL on,0,km
2014-05-01T14:35:03.619396Z,Commanded EGR,14.9019607843,%
2014-05-01T14:35:03.656251Z,EGR Error,-4,%
2014-05-01T14:35:03.693096Z,Commanded Evaporative Purge,98.8235294118,%
2014-05-01T14:35:03.729975Z,Fuel Level Input,63.9215686275,%
2014-05-01T14:35:03.766802Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:35:03.807926Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:35:03.844677Z,Evap. System Vapor Pressure,F885,
2014-05-01T14:35:03.881544Z,Barometric Pressure,85,kPa
2014-05-01T14:35:03.918389Z,O2S1_WR_lambda(1),80698001,
2014-05-01T14:35:03.955266Z,Catalyst Temperature Bank 1 Sensor 1,709.0,C
2014-05-01T14:35:03.992131Z,Monitor Status This Drive Cycle,0007E004,
2014-05-01T14:35:04.028999Z,Control Module Voltage,14.525,V
2014-05-01T14:35:04.065871Z,Absolute Load Value,36.4705882353,%
2014-05-01T14:35:04.106843Z,Command Equivalence Ratio,1,ratio
2014-05-01T14:35:04.143717Z,Relative Throttle Position,17.2549019608,%
2014-05-01T14:35:04.180559Z,Absolute Throttle Position B,39.6078431373,%
2014-05-01T14:35:04.217415Z,Accelerator Pedal Position D,37.2549019608,%
2014-05-01T14:35:04.254283Z,Accelerator Pedal Position E,18.431372549,%
2014-05-01T14:35:04.291166Z,Commanded Throttle Actuator,18.8235294118,%
2014-05-01T14:35:09.329883Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:35:09.365920Z,Fuel System Status,0200,
2014-05-01T14:35:09.402726Z,Calculated Load Value,53.3333333333,%
2014-05-01T14:35:09.410939Z,Coolant Temperature,85,C
2014-05-01T14:35:09.447808Z,Short Term Fuel Trim,3.90625,%
2014-05-01T14:35:09.484692Z,Long Term Fuel Trim,0.0,%
2014-05-01T14:35:09.521535Z,Intake Manifold Pressure,64,kPa
2014-05-01T14:35:09.558436Z,Engine RPM,2882,rpm
2014-05-01T14:35:09.567449Z,Vehicle Speed,108,km/h
2014-05-01T14:35:09.576659Z,Timing Advance,43.5,degrees
2014-05-01T14:35:09.611484Z,Intake Air Temp,18,C
2014-05-01T14:35:09.648520Z,Air Flow Rate (MAF),17.93,grams/sec
2014-05-01T14:35:09.685382Z,Throttle Position,23.9215686275,%
2014-05-01T14:35:09.695012Z,Location of O2 sensors,03,
2014-05-01T14:35:09.730444Z,O2 Sensor: 1 - 2,25003.125,%
2014-05-01T14:35:09.767352Z,OBD Designation,01,
2014-05-01T14:35:09.804117Z,Time Since Engine Start,1560,secs
2014-05-01T14:35:09.841055Z,Distance travelled with MIL on,0,km
2014-05-01T14:35:09.877939Z,Commanded EGR,13.7254901961,%
2014-05-01T14:35:09.914760Z,EGR Error,3,%
2014-05-01T14:35:09.951653Z,Commanded Evaporative Purge,98.8235294118,%
2014-05-01T14:35:09.988512Z,Fuel Level Input,65.4901960784,%
2014-05-01T14:35:10.025343Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:35:10.062094Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:35:10.099076Z,Evap. System Vapor Pressure,F81B,
2014-05-01T14:35:10.135643Z,Barometric Pressure,85,kPa
2014-05-01T14:35:10.172506Z,O2S1_WR_lambda(1),7CFB800A,
2014-05-01T14:35:10.209669Z,Catalyst Temperature Bank 1 Sensor 1,708.7,C
2014-05-01T14:35:10.246558Z,Monitor Status This Drive Cycle,0007E004,
2014-05-01T14:35:10.283392Z,Control Module Voltage,14.525,V
2014-05-01T14:35:10.320151Z,Absolute Load Value,35.2941176471,%
2014-05-01T14:35:10.357110Z,Command Equivalence Ratio,1,ratio
2014-05-01T14:35:10.394010Z,Relative Throttle Position,16.862745098,%
2014-05-01T14:35:10.430843Z,Absolute Throttle Position B,39.2156862745,%
2014-05-01T14:35:10.467711Z,Accelerator Pedal Position D,37.2549019608,%
2014-05-01T14:35:10.504592Z,Accelerator Pedal Position E,18.431372549,%
2014-05-01T14:35:10.541435Z,Commanded Throttle Actuator,18.0392156863,%
2014-05-01T14:35:15.580347Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:35:15.616442Z,Fuel System Status,0200,
2014-05-01T14:35:15.653327Z,Calculated Load Value,48.2352941176,%
2014-05-01T14:35:15.661487Z,Coolant Temperature,85,C
2014-05-01T14:35:15.698289Z,Short Term Fuel Trim,0.78125,%
2014-05-01T14:35:15.735170Z,Long Term Fuel Trim,0.0,%
2014-05-01T14:35:15.772049Z,Intake Manifold Pressure,56,kPa
2014-05-01T14:35:15.808901Z,Engine RPM,2814,rpm
2014-05-01T14:35:15.817874Z,Vehicle Speed,106,km/h
2014-05-01T14:35:15.825915Z,Timing Advance,38.0,degrees
2014-05-01T14:35:15.862158Z,Intake Air Temp,18,C
2014-05-01T14:35:15.899036Z,Air Flow Rate (MAF),16.16,grams/sec
2014-05-01T14:35:15.935837Z,Throttle Position,22.7450980392,%
2014-05-01T14:35:15.944163Z,Location of O2 sensors,03,
2014-05-01T14:35:15.980959Z,O2 Sensor: 1 - 2,18404.6875,%
2014-05-01T14:35:16.017701Z,OBD Designation,01,
2014-05-01T14:35:16.054663Z,Time Since Engine Start,1566,secs
2014-05-01T14:35:16.091537Z,Distance travelled with MIL on,0,km
2014-05-01T14:35:16.128423Z,Commanded EGR,11.3725490196,%
2014-05-01T14:35:16.165270Z,EGR Error,0,%
2014-05-01T14:35:16.202136Z,Commanded Evaporative Purge,94.5098039216,%
2014-05-01T14:35:16.239018Z,Fuel Level Input,55.6862745098,%
2014-05-01T14:35:16.275874Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:35:16.312742Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:35:16.349642Z,Evap. System Vapor Pressure,F925,
2014-05-01T14:35:16.386458Z,Barometric Pressure,85,kPa
2014-05-01T14:35:16.423329Z,O2S1_WR_lambda(1),800B8001,
2014-05-01T14:35:16.460167Z,Catalyst Temperature Bank 1 Sensor 1,707.3,C
2014-05-01T14:35:16.496816Z,Monitor Status This Drive Cycle,0007E004,
2014-05-01T14:35:16.533861Z,Control Module Voltage,14.475,V
2014-05-01T14:35:16.570796Z,Absolute Load Value,30.5882352941,%
2014-05-01T14:35:16.607636Z,Command Equivalence Ratio,1,ratio
2014-05-01T14:35:16.644507Z,Relative Throttle Position,12.1568627451,%
2014-05-01T14:35:16.681360Z,Absolute Throttle Position B,36.4705882353,%
2014-05-01T14:35:16.718241Z,Accelerator Pedal Position D,34.5098039216,%
2014-05-01T14:35:16.755095Z,Accelerator Pedal Position E,16.862745098,%
2014-05-01T14:35:16.791967Z,Commanded Throttle Actuator,13.3333333333,%
2014-05-01T14:35:21.830379Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:35:21.866813Z,Fuel System Status,0200,
2014-05-01T14:35:21.903348Z,Calculated Load Value,38.0392156863,%
2014-05-01T14:35:21.911216Z,Coolant Temperature,85,C
2014-05-01T14:35:21.948530Z,Short Term Fuel Trim,0.0,%
2014-05-01T14:35:21.985520Z,Long Term Fuel Trim,0.0,%
2014-05-01T14:35:22.022252Z,Intake Manifold Pressure,45,kPa
2014-05-01T14:35:22.059246Z,Engine RPM,2699,rpm
2014-05-01T14:35:22.068254Z,Vehicle Speed,101,km/h
2014-05-01T14:35:22.077083Z,Timing Advance,38.5,degrees
2014-05-01T14:35:22.112487Z,Intake Air Temp,18,C
2014-05-01T14:35:22.149361Z,Air Flow Rate (MAF),5.1,grams/sec
2014-05-01T14:35:22.186190Z,Throttle Position,14.9019607843,%
2014-05-01T14:35:22.194367Z,Location of O2 sensors,03,
2014-05-01T14:35:22.231255Z,O2 Sensor: 1 - 2,28597.65625,%
2014-05-01T14:35:22.268134Z,OBD Designation,01,
2014-05-01T14:35:22.304979Z,Time Since Engine Start,1573,secs
2014-05-01T14:35:22.341856Z,Distance travelled with MIL on,0,km
2014-05-01T14:35:22.378713Z,Commanded EGR,0.0,%
2014-05-01T14:35:22.415578Z,EGR Error,99,%
2014-05-01T14:35:22.452428Z,Commanded Evaporative Purge,50.5882352941,%
2014-05-01T14:35:22.489319Z,Fuel Level Input,63.9215686275,%
2014-05-01T14:35:22.526160Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:35:22.562962Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:35:22.599900Z,Evap. System Vapor Pressure,F98F,
2014-05-01T14:35:22.636771Z,Barometric Pressure,85,kPa
2014-05-01T14:35:22.673614Z,O2S1_WR_lambda(1),84AF7FF7,
2014-05-01T14:35:22.710466Z,Catalyst Temperature Bank 1 Sensor 1,704.6,C
2014-05-01T14:35:22.747352Z,Monitor Status This Drive Cycle,0007E004,
2014-05-01T14:35:22.784194Z,Control Module Voltage,14.575,V
2014-05-01T14:35:22.821132Z,Absolute Load Value,9.01960784314,%
2014-05-01T14:35:22.857968Z,Command Equivalence Ratio,1,ratio
2014-05-01T14:35:22.894925Z,Relative Throttle Position,6.66666666667,%
2014-05-01T14:35:22.931677Z,Absolute Throttle Position B,33.7254901961,%
2014-05-01T14:35:22.968519Z,Accelerator Pedal Position D,30.1960784314,%
2014-05-01T14:35:23.005273Z,Accelerator Pedal Position E,15.6862745098,%
2014-05-01T14:35:23.042304Z,Commanded Throttle Actuator,9.41176470588,%
2014-05-01T14:35:28.080350Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:35:28.117238Z,Fuel System Status,0200,
2014-05-01T14:35:28.154133Z,Calculated Load Value,73.7254901961,%
2014-05-01T14:35:28.163087Z,Coolant Temperature,86,C
2014-05-01T14:35:28.199157Z,Short Term Fuel Trim,3.90625,%
2014-05-01T14:35:28.236041Z,Long Term Fuel Trim,0.0,%
2014-05-01T14:35:28.272883Z,Intake Manifold Pressure,77,kPa
2014-05-01T14:35:28.309867Z,Engine RPM,2721,rpm
2014-05-01T14:35:28.318900Z,Vehicle Speed,102,km/h
2014-05-01T14:35:28.327486Z,Timing Advance,34.0,degrees
2014-05-01T14:35:28.363000Z,Intake Air Temp,18,C
2014-05-01T14:35:28.403848Z,Air Flow Rate (MAF),21.65,grams/sec
2014-05-01T14:35:28.440716Z,Throttle Position,29.0196078431,%
2014-05-01T14:35:28.448893Z,Location of O2 sensors,03,
2014-05-01T14:35:28.485864Z,O2 Sensor: 1 - 2,28603.125,%
2014-05-01T14:35:28.522733Z,OBD Designation,01,
2014-05-01T14:35:28.559570Z,Time Since Engine Start,1579,secs
2014-05-01T14:35:28.596450Z,Distance travelled with MIL on,0,km
2014-05-01T14:35:28.633318Z,Commanded EGR,19.2156862745,%
2014-05-01T14:35:28.670162Z,EGR Error,0,%
2014-05-01T14:35:28.706938Z,Commanded Evaporative Purge,93.7254901961,%
2014-05-01T14:35:28.743931Z,Fuel Level Input,61.1764705882,%
2014-05-01T14:35:28.780659Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:35:28.817616Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:35:28.854486Z,Evap. System Vapor Pressure,FC0E,
2014-05-01T14:35:28.891370Z,Barometric Pressure,85,kPa
2014-05-01T14:35:28.928214Z,O2S1_WR_lambda(1),80B9800A,
2014-05-01T14:35:28.965109Z,Catalyst Temperature Bank 1 Sensor 1,711.2,C
2014-05-01T14:35:29.001935Z,Monitor Status This Drive Cycle,0007E004,
2014-05-01T14:35:29.038846Z,Control Module Voltage,14.525,V
2014-05-01T14:35:29.075751Z,Absolute Load Value,45.8823529412,%
2014-05-01T14:35:29.112568Z,Command Equivalence Ratio,0,ratio
2014-05-01T14:35:29.149510Z,Relative Throttle Position,25.0980392157,%
2014-05-01T14:35:29.186085Z,Absolute Throttle Position B,43.9215686275,%
2014-05-01T14:35:29.223076Z,Accelerator Pedal Position D,39.6078431373,%
2014-05-01T14:35:29.260032Z,Accelerator Pedal Position E,19.6078431373,%
2014-05-01T14:35:29.296892Z,Commanded Throttle Actuator,26.2745098039,%
2014-05-01T14:35:34.333727Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:35:34.371670Z,Fuel System Status,0200,
2014-05-01T14:35:34.408486Z,Calculated Load Value,64.3137254902,%
2014-05-01T14:35:34.416792Z,Coolant Temperature,86,C
2014-05-01T14:35:34.453536Z,Short Term Fuel Trim,3.90625,%
2014-05-01T14:35:34.490416Z,Long Term Fuel Trim,0.0,%
2014-05-01T14:35:34.527241Z,Intake Manifold Pressure,74,kPa
2014-05-01T14:35:34.564149Z,Engine RPM,2821,rpm
2014-05-01T14:35:34.573996Z,Vehicle Speed,106,km/h
2014-05-01T14:35:34.582856Z,Timing Advance,37.5,degrees
2014-05-01T14:35:34.617389Z,Intake Air Temp,18,C
2014-05-01T14:35:34.654244Z,Air Flow Rate (MAF),21.03,grams/sec
2014-05-01T14:35:34.691095Z,Throttle Position,27.0588235294,%
2014-05-01T14:35:34.699187Z,Location of O2 sensors,03,
2014-05-01T14:35:34.736170Z,O2 Sensor: 1 - 2,30603.125,%
2014-05-01T14:35:34.773047Z,OBD Designation,01,
2014-05-01T14:35:34.809900Z,Time Since Engine Start,1585,secs
2014-05-01T14:35:34.846764Z,Distance travelled with MIL on,0,km
2014-05-01T14:35:34.883635Z,Commanded EGR,22.7450980392,%
2014-05-01T14:35:34.920442Z,EGR Error,0,%
2014-05-01T14:35:34.957362Z,Commanded Evaporative Purge,98.8235294118,%
2014-05-01T14:35:34.994221Z,Fuel Level Input,61.9607843137,%
2014-05-01T14:35:35.031228Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:35:35.067946Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:35:35.104803Z,Evap. System Vapor Pressure,FB04,
2014-05-01T14:35:35.141695Z,Barometric Pressure,85,kPa
2014-05-01T14:35:35.178521Z,O2S1_WR_lambda(1),7E978007,
2014-05-01T14:35:35.215417Z,Catalyst Temperature Bank 1 Sensor 1,725.2,C
2014-05-01T14:35:35.252283Z,Monitor Status This Drive Cycle,0007E004,
2014-05-01T14:35:35.289142Z,Control Module Voltage,14.525,V
2014-05-01T14:35:35.326006Z,Absolute Load Value,42.3529411765,%
2014-05-01T14:35:35.362791Z,Command Equivalence Ratio,0,ratio
2014-05-01T14:35:35.399725Z,Relative Throttle Position,21.1764705882,%
2014-05-01T14:35:35.436569Z,Absolute Throttle Position B,41.9607843137,%
2014-05-01T14:35:35.473444Z,Accelerator Pedal Position D,38.8235294118,%
2014-05-01T14:35:35.510335Z,Accelerator Pedal Position E,19.2156862745,%
2014-05-01T14:35:35.547179Z,Commanded Throttle Actuator,21.568627451,%
2014-05-01T14:35:40.585895Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:35:40.621951Z,Fuel System Status,0200,
2014-05-01T14:35:40.658796Z,Calculated Load Value,30.9803921569,%
2014-05-01T14:35:40.666926Z,Coolant Temperature,86,C
2014-05-01T14:35:40.703832Z,Short Term Fuel Trim,1.5625,%
2014-05-01T14:35:40.740735Z,Long Term Fuel Trim,0.0,%
2014-05-01T14:35:40.777457Z,Intake Manifold Pressure,37,kPa
2014-05-01T14:35:40.814451Z,Engine RPM,2705,rpm
2014-05-01T14:35:40.823468Z,Vehicle Speed,101,km/h
2014-05-01T14:35:40.831829Z,Timing Advance,48.0,degrees
2014-05-01T14:35:40.867703Z,Intake Air Temp,18,C
2014-05-01T14:35:40.904546Z,Air Flow Rate (MAF),10.15,grams/sec
2014-05-01T14:35:40.941433Z,Throttle Position,19.2156862745,%
2014-05-01T14:35:40.949608Z,Location of O2 sensors,03,
2014-05-01T14:35:40.986470Z,O2 Sensor: 1 - 2,21200.78125,%
2014-05-01T14:35:41.023351Z,OBD Designation,01,
2014-05-01T14:35:41.060206Z,Time Since Engine Start,1591,secs
2014-05-01T14:35:41.097075Z,Distance travelled with MIL on,0,km
2014-05-01T14:35:41.133961Z,Commanded EGR,0.0,%
2014-05-01T14:35:41.170810Z,EGR Error,99,%
2014-05-01T14:35:41.207713Z,Commanded Evaporative Purge,87.8431372549,%
2014-05-01T14:35:41.244540Z,Fuel Level Input,67.0588235294,%
2014-05-01T14:35:41.281422Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:35:41.318254Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:35:41.355098Z,Evap. System Vapor Pressure,F98F,
2014-05-01T14:35:41.391873Z,Barometric Pressure,85,kPa
2014-05-01T14:35:41.428932Z,O2S1_WR_lambda(1),7D8A7FF4,
2014-05-01T14:35:41.465495Z,Catalyst Temperature Bank 1 Sensor 1,722.1,C
2014-05-01T14:35:41.502575Z,Monitor Status This Drive Cycle,0007E004,
2014-05-01T14:35:41.539431Z,Control Module Voltage,14.475,V
2014-05-01T14:35:41.576319Z,Absolute Load Value,31.7647058824,%
2014-05-01T14:35:41.613153Z,Command Equivalence Ratio,1,ratio
2014-05-01T14:35:41.650066Z,Relative Throttle Position,14.1176470588,%
2014-05-01T14:35:41.686919Z,Absolute Throttle Position B,38.0392156863,%
2014-05-01T14:35:41.723648Z,Accelerator Pedal Position D,36.4705882353,%
2014-05-01T14:35:41.760647Z,Accelerator Pedal Position E,18.0392156863,%
2014-05-01T14:35:41.797518Z,Commanded Throttle Actuator,16.0784313725,%
2014-05-01T14:35:46.836204Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:35:46.872273Z,Fuel System Status,0200,
2014-05-01T14:35:46.909107Z,Calculated Load Value,63.137254902,%
2014-05-01T14:35:46.917218Z,Coolant Temperature,85,C
2014-05-01T14:35:46.954161Z,Short Term Fuel Trim,3.125,%
2014-05-01T14:35:46.991043Z,Long Term Fuel Trim,0.0,%
2014-05-01T14:35:47.027878Z,Intake Manifold Pressure,64,kPa
2014-05-01T14:35:47.064751Z,Engine RPM,2771,rpm
2014-05-01T14:35:47.073825Z,Vehicle Speed,104,km/h
2014-05-01T14:35:47.082395Z,Timing Advance,32.5,degrees
2014-05-01T14:35:47.118009Z,Intake Air Temp,18,C
2014-05-01T14:35:47.154874Z,Air Flow Rate (MAF),9.87,grams/sec
2014-05-01T14:35:47.191769Z,Throttle Position,19.6078431373,%
2014-05-01T14:35:47.201357Z,Location of O2 sensors,03,
2014-05-01T14:35:47.236795Z,O2 Sensor: 1 - 2,30400.0,%
2014-05-01T14:35:47.273688Z,OBD Designation,01,
2014-05-01T14:35:47.310492Z,Time Since Engine Start,1598,secs
2014-05-01T14:35:47.347352Z,Distance travelled with MIL on,0,km
2014-05-01T14:35:47.384223Z,Commanded EGR,0.0,%
2014-05-01T14:35:47.421096Z,EGR Error,99,%
2014-05-01T14:35:47.457969Z,Commanded Evaporative Purge,92.1568627451,%
2014-05-01T14:35:47.494842Z,Fuel Level Input,67.0588235294,%
2014-05-01T14:35:47.531717Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:35:47.568560Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:35:47.605404Z,Evap. System Vapor Pressure,F95A,
2014-05-01T14:35:47.642280Z,Barometric Pressure,85,kPa
2014-05-01T14:35:47.679169Z,O2S1_WR_lambda(1),7C9C7FF7,
2014-05-01T14:35:47.716013Z,Catalyst Temperature Bank 1 Sensor 1,723.6,C
2014-05-01T14:35:47.752902Z,Monitor Status This Drive Cycle,0007E004,
2014-05-01T14:35:47.789732Z,Control Module Voltage,14.575,V
2014-05-01T14:35:47.826624Z,Absolute Load Value,30.9803921569,%
2014-05-01T14:35:47.863495Z,Command Equivalence Ratio,1,ratio
2014-05-01T14:35:47.900393Z,Relative Throttle Position,14.5098039216,%
2014-05-01T14:35:47.937219Z,Absolute Throttle Position B,38.0392156863,%
2014-05-01T14:35:47.974051Z,Accelerator Pedal Position D,36.0784313725,%
2014-05-01T14:35:48.010956Z,Accelerator Pedal Position E,17.6470588235,%
2014-05-01T14:35:48.047802Z,Commanded Throttle Actuator,15.6862745098,%
2014-05-01T14:35:53.086618Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:35:53.122819Z,Fuel System Status,0200,
2014-05-01T14:35:53.159621Z,Calculated Load Value,63.137254902,%
2014-05-01T14:35:53.167832Z,Coolant Temperature,85,C
2014-05-01T14:35:53.204711Z,Short Term Fuel Trim,3.125,%
2014-05-01T14:35:53.241551Z,Long Term Fuel Trim,0.0,%
2014-05-01T14:35:53.278335Z,Intake Manifold Pressure,73,kPa
2014-05-01T14:35:53.315318Z,Engine RPM,2811,rpm
2014-05-01T14:35:53.324299Z,Vehicle Speed,105,km/h
2014-05-01T14:35:53.332542Z,Timing Advance,38.0,degrees
2014-05-01T14:35:53.368553Z,Intake Air Temp,18,C
2014-05-01T14:35:53.405400Z,Air Flow Rate (MAF),18.77,grams/sec
2014-05-01T14:35:53.442273Z,Throttle Position,25.0980392157,%
2014-05-01T14:35:53.450862Z,Location of O2 sensors,03,
2014-05-01T14:35:53.487298Z,O2 Sensor: 1 - 2,25803.125,%
2014-05-01T14:35:53.524173Z,OBD Designation,01,
2014-05-01T14:35:53.561109Z,Time Since Engine Start,1604,secs
2014-05-01T14:35:53.597880Z,Distance travelled with MIL on,0,km
2014-05-01T14:35:53.634764Z,Commanded EGR,17.2549019608,%
2014-05-01T14:35:53.671616Z,EGR Error,8,%
2014-05-01T14:35:53.708490Z,Commanded Evaporative Purge,97.2549019608,%
2014-05-01T14:35:53.745742Z,Fuel Level Input,65.4901960784,%
2014-05-01T14:35:53.782088Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:35:53.818985Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:35:53.855903Z,Evap. System Vapor Pressure,F9C4,
2014-05-01T14:35:53.892829Z,Barometric Pressure,85,kPa
2014-05-01T14:35:53.929652Z,O2S1_WR_lambda(1),7D937FF7,
2014-05-01T14:35:53.966546Z,Catalyst Temperature Bank 1 Sensor 1,720.2,C
2014-05-01T14:35:54.003204Z,Monitor Status This Drive Cycle,0007E004,
2014-05-01T14:35:54.040295Z,Control Module Voltage,14.525,V
2014-05-01T14:35:54.077141Z,Absolute Load Value,39.2156862745,%
2014-05-01T14:35:54.113993Z,Command Equivalence Ratio,1,ratio
2014-05-01T14:35:54.150879Z,Relative Throttle Position,19.6078431373,%
2014-05-01T14:35:54.187791Z,Absolute Throttle Position B,40.7843137255,%
2014-05-01T14:35:54.224620Z,Accelerator Pedal Position D,38.431372549,%
2014-05-01T14:35:54.261507Z,Accelerator Pedal Position E,18.8235294118,%
2014-05-01T14:35:54.298303Z,Commanded Throttle Actuator,21.1764705882,%
2014-05-01T14:35:59.337208Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:35:59.373329Z,Fuel System Status,0200,
2014-05-01T14:35:59.410150Z,Calculated Load Value,62.3529411765,%
2014-05-01T14:35:59.418291Z,Coolant Temperature,86,C
2014-05-01T14:35:59.455186Z,Short Term Fuel Trim,3.90625,%
2014-05-01T14:35:59.492067Z,Long Term Fuel Trim,0.0,%
2014-05-01T14:35:59.528707Z,Intake Manifold Pressure,71,kPa
2014-05-01T14:35:59.565779Z,Engine RPM,2906,rpm
2014-05-01T14:35:59.574798Z,Vehicle Speed,109,km/h
2014-05-01T14:35:59.583033Z,Timing Advance,39.5,degrees
2014-05-01T14:35:59.619020Z,Intake Air Temp,18,C
2014-05-01T14:35:59.655893Z,Air Flow Rate (MAF),20.2,grams/sec
2014-05-01T14:35:59.692518Z,Throttle Position,25.8823529412,%
2014-05-01T14:35:59.700771Z,Location of O2 sensors,03,
2014-05-01T14:35:59.737798Z,O2 Sensor: 1 - 2,26603.90625,%
2014-05-01T14:35:59.774675Z,OBD Designation,01,
2014-05-01T14:35:59.811532Z,Time Since Engine Start,1610,secs
2014-05-01T14:35:59.848415Z,Distance travelled with MIL on,0,km
2014-05-01T14:35:59.885283Z,Commanded EGR,22.3529411765,%
2014-05-01T14:35:59.922144Z,EGR Error,-1,%
2014-05-01T14:35:59.959014Z,Commanded Evaporative Purge,98.431372549,%
2014-05-01T14:35:59.995819Z,Fuel Level Input,59.2156862745,%
2014-05-01T14:36:00.032760Z,Number of Warmups Since Codes Cleared,255,warmups
2014-05-01T14:36:00.069498Z,Distance Travelled Since Codes Cleared,65535,km
2014-05-01T14:36:00.106502Z,Evap. System Vapor Pressure,F98F,
2014-05-01T14:36:00.143357Z,Barometric Pressure,84,kPa
2014-05-01T14:36:00.180197Z,O2S1_WR_lambda(1),821F7FFC,
2014-05-01T14:36:00.217046Z,Catalyst Temperature Bank 1 Sensor 1,721.9,C
2014-05-01T14:36:00.253932Z,Monitor Status This Drive Cycle,0007E004,
2014-05-01T14:36:00.290793Z,Control Module Voltage,14.45,V
2014-05-01T14:36:00.327658Z,Absolute Load Value,39.2156862745,%
2014-05-01T14:36:00.364510Z,Command Equivalence Ratio,0,ratio
2014-05-01T14:36:00.401301Z,Relative Throttle Position,20.0,%
2014-05-01T14:36:00.438271Z,Absolute Throttle Position B,41.568627451,%
2014-05-01T14:36:00.474973Z,Accelerator Pedal Position D,38.8235294118,%
2014-05-01T14:36:00.511765Z,Accelerator Pedal Position E,19.2156862745,%
2014-05-01T14:36:00.548657Z,Commanded Throttle Actuator,22.3529411765,%
2014-05-01T14:36:05.587374Z,Status Since DTC Cleared,0011110100110,
2014-05-01T14:36:05.623608Z,Fuel System Status,0200,
2014-05-01T14:36:05.660436Z,Calculated Load Value,21.1764705882,%
2014-05-01T14:36:05.670955Z,Coolant Temperature,86,C
2014-05-01T14:36:05.709578Z,Short Term Fuel Trim,-3.125,%
2014-05-01T14:36:05.746457Z,Long Term Fuel Trim,0.0,%
2014-05-01T14:36:05.783336Z,Intake Manifold Pressure,33,kPa
2014-05-01T14:36:05.820196Z,Engine RPM,2900,rpm
2014-05-01T14:36:05.830849Z,Vehicle Speed,109,km/h
2014-05-01T14:36:05.839524Z,Timing Advance,47.0,degrees
2014-05-01T14:36:05.877563Z,Intake Air Temp,18,C
2014-05-01T14:36:05.914406Z,Air Flow Rate (MAF),10.61,grams/sec
2014-05-01T14:36:05.951298Z,Throttle Position,19.2156862745,%
2014-05-01T14:36:05.960192Z,Location of O2 sensors,03,
2014-05-01T14:36:06.000466Z,O2 Sensor: 1 - 2,30598.4375,%
2014-05-01T14:36:06.037089Z,OBD Designation,01,
2014-05-01T14:36:06.073989Z,Time Since Engine Start,1616,secs
2014-05-01T14:36:06.110990Z,Distance travelled with MIL on,0,km
2014-05-01T14:36:06.147890Z,Commanded EGR,0.0,%
2014-05-01T14:36:06.184754Z,EGR Error,0,%
2014-05-01T14:36:06.221592Z,Commanded Evaporative Purge,69.8039215686,%
2014-05-01T14:36:06.258470Z,Fuel Level Input,65.0980392157,%
